stratum,pmid,year,journal,title,abstract_start,arm,relevant_yn,screened_by,date,note
corpus,20136421,2010,Current eye research,Corneal distribution of riboflavin prior to collagen cross-linking.,"PURPOSE: To evaluate the distribution of riboflavin in the corneal stroma, under varying concentrations and application time. MATERIALS AND METHODS: In 54 porcine eyes, the central corneal epithelium was removed, and 0.035, 0.1, or 0.2% riboflavin-5-phosphate (in 20% Dextran T-500) was applied for 1",collagen_cxl_phrase,,,,
corpus,25014154,2014,Cornea,Isotonic riboflavin and HPMC with accelerated cross-linking protocol.,"PURPOSE: The aim of this study was to monitor corneal pachymetry changes during accelerated collagen cross-linking (CXL) for keratoconus while using isotonic riboflavin with HPMC. METHODS: All consecutive patients who underwent CXL for progressive keratoconus, using accelerated protocol and isotonic",collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
corpus,34698306,2021,"Vision (Basel, Switzerland)",Ferrara Rings for Visual Rehabilitation in Eyes with Keratoconus and Previous Cross-Linking Using the Ferrara Ring Nomogram.,"PURPOSE: To report the visual, refractive and tomographic outcomes following the implantation of intrastromal corneal ring segments (ICRS) (Ferrara rings, AJL Ophthalmics, Miñano, Spain) in eyes with a history of keratoconus and corneal cross-linking using the Ferrara ring nomogram. METHODS: Retrosp",corneal_cxl_phrase|collagen_cxl_phrase,,,,
corpus,25980780,2015,Survey of ophthalmology,Corneal cross-linking.,"Since its inception in the late 1990s, corneal cross-linking has grown from an interesting concept to a primary treatment for corneal ectatic disease worldwide. Using a combination of ultraviolet-A light and a chromophore (vitamin B2, riboflavin), the cornea can be stiffened, usually with a single a",corneal_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
corpus,27382596,2016,"Eye and vision (London, England)",Consideration of corneal biomechanics in the diagnosis and management of keratoconus: is it important?,"Keratoconus is a bilateral, non-inflammatory, degenerative corneal disease. The occurrence and development of keratoconus is associated with corneal thinning and conical protrusion, which causes irregular astigmatism. With the disruption of the collagen organization, the cornea loses its shape and f",corneal_cxl_phrase|collagen_cxl_phrase,,,,
corpus,23447898,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Topography-guided hyperopic LASIK with and without high irradiance collagen cross-linking: initial comparative clinical findings in a contralateral eye study of 34 consecutive patients.,PURPOSE: To evaluate the safety and efficacy of intrastromally applied collagen cross-linking (CXL) in a comparative contralateral eye study of topography-guided femtosecond laser-assisted hyperopic LASIK. METHODS: Thirty-four consecutive patients with hyperopia and hyperopic astigmatism elected to ,collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
corpus,33667681,2021,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,Enhancement in corneal permeability of riboflavin using cyclodextrin derivates complexes as a previous step to transepithelial cross-linking.,"Corneal cross-linking has been described as an effective treatment to slow the progression of keratoconus. The standard protocol entails corneal epithelial removal to allow the diffusion of riboflavin into the stroma. Although, de-epithelization can generate risks or complications that transepitheli",corneal_cxl_phrase,,,,
corpus,40586186,2025,Indian journal of ophthalmology,Clinical outcomes of Bowman-Stromal inlay and corneal collagen crosslinking in contralateral eyes in patients with progressive keratoconus.,"PURPOSE: This study aims to report the outcomes of Bowman-Stromal Inlay (BSI) versus corneal collagen crosslinking (CXL) in patients with progressive keratoconus. METHODS: A retrospective, nonrandomized, interventional, comparative study included 16 patients (n = 32 eyes) with bilateral keratoconus.",corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,,,,
corpus,30403263,2018,Arquivos brasileiros de oftalmologia,Effect of accelerated corneal crosslinking on ocular response analyzer waveform-derived parameters in progressive keratoconus.,"PURPOSE: To evaluate the effect of accelerated corneal crosslinking on corneal biomechanics with an ocular response analyzer in patients with progressive keratoconus. METHODS: In this retrospective study, 50 eyes of 45 patients with progressive keratoconus who underwent accelerated corneal crosslink",corneal_cxl_phrase,,,,
corpus,29215396,2018,Cornea,Outcomes of Corneal Cross-Linking Correlate With Cone-Specific Lysyl Oxidase Expression in Patients With Keratoconus.,"PURPOSE: To evaluate the correlation of visual and keratometry outcomes after corneal cross-linking (CXL) in patients with keratoconus with cone epithelium-specific gene expression levels. METHODS: Corneal epithelium was obtained from 35 eyes that underwent accelerated CXL (KXLII, 9 mW/cm for 10 min",corneal_cxl_phrase|CXL_abbrev,,,,
corpus,18520510,2008,Cornea,Ultraviolet A/riboflavin corneal cross-linking for infectious keratitis associated with corneal melts.,PURPOSE: To evaluate the efficacy of ultraviolet-corneal cross-linking (CXL) for treating infectious melting keratitis. METHODS: Five patients with infectious keratitis associated with corneal melting were treated with CXL at the outpatient departments of the Institut für Refraktive und Ophthalmo-Ch,corneal_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
corpus,20128533,2010,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal collagen cross-linking with riboflavin and UVA irradiation in pellucid marginal degeneration.,PURPOSE: To report the results of corneal collagen cross-linking (CXL) with riboflavin and ultraviolet A irradiation in a patient affected by pellucid marginal degeneration (PMD). METHODS: A 43-year-old man with bilateral PMD underwent CXL in the left eye. The treatment was performed in standard fas,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
corpus,19772262,2009,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Effect of epithelial retention and removal on riboflavin absorption in porcine corneas.,PURPOSE: To compare stromal riboflavin absorption after 20% alcohol application and partial or complete epithelial removal by analyzing light transmission properties of porcine corneas after riboflavin/ultraviolet A (UVA) corneal collagen cross-linking. METHODS: Riboflavin 0.13% eye drops were appli,corneal_cxl_phrase|collagen_cxl_phrase|riboflavin_uv,,,,
corpus,24713424,2014,"Daru : journal of Faculty of Pharmacy, Tehran University of Medical Sciences",Comparison of clinical results of two pharmaceutical products of riboflavin in corneal collagen cross-linking for keratoconus.,"BACKGROUND: To compare the 6-month results of two formulations of Riboflavin provided by Sina Darou, Iran, and Uznach, Switzerland, in corneal collagen cross-linking (CXL) for keratoconus patients. FINDINGS: Considering the results of the previous study about the similarity of the formulations and t",corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,,,,
corpus,27096139,2016,"Eye and vision (London, England)",PACK-CXL: Corneal cross-linking in infectious keratitis.,"BACKGROUND: Corneal cross-linking (CXL) using ultraviolet light-A (UV-A) and riboflavin is a technique developed in the 1990's to treat corneal ectatic disorders such as keratoconus. It soon became the new gold standard in multiple countries around the world to halt the progression of this disorder,",corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|riboflavin_uv|photoactivated_chromophore,,,,
corpus,25708282,2015,International ophthalmology,"Collagen cross-linking in keratoconus in Asian eyes: visual, refractive and confocal microscopy outcomes in a prospective randomized controlled trial.",To evaluate the safety and efficacy of collagen cross-linking (CXL) in the treatment of keratoconus. A prospective randomized sham-controlled clinical trial was undertaken and 43 eyes with moderate to severe keratoconus were randomized into two groups that is the treatment (n = 23) and the sham (n =,collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
corpus,26693657,2015,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[The progress of UVA-riboflavin collagen crosslinking of the cornea].,"Infectious keratitis is a serious eye disease that may cause blindness. Currently, microbial culture remains the gold standard for diagnosis of many ocular infections, but the technique is limited by low sensitivity and time consuming. Developing rapid and sensitive early diagnostic methods for infe",collagen_cxl_phrase|riboflavin_uv,,,,
corpus,34388074,2021,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Reply: Corneal Cross-linking at the Slit Lamp: Concern About Risk of Corneal Ulcer.,,corneal_cxl_phrase,,,,
corpus,19169512,2008,Arquivos brasileiros de oftalmologia,[Corneal Cross-linking for the treatment of keratoconus: preliminary results].,PURPOSE: To present early visual and keratometric results for corneal cross-linking with riboflavin and UV irradiation in patients with progressive keratoconus. METHODS: Twenty-five eyes of twenty patients (15 males and 5 females) with a progressive keratoconus in the previous 6 months were followed,corneal_cxl_phrase|riboflavin_uv,,,,
corpus,34195474,2021,American journal of ophthalmology case reports,A case of infectious crystalline keratopathy after corneal cross-linking.,"PURPOSE: To present a case of infectious crystalline keratopathy after corneal cross-linking in a child with delayed wound healing, and its successful management with antibiotic and anti-fungal eye drops. OBSERVATIONS: A 14-year-old male presented for a second opinion with a non-staining crystalline",corneal_cxl_phrase,,,,
corpus,32282356,2020,Cornea,Corneal Haze After Transepithelial Collagen Cross-linking for Keratoconus: A Scheimpflug Densitometry Analysis.,PURPOSE: To quantitate corneal haze and analyze the postoperative time course of corneal haze after transepithelial corneal collagen cross-linking (TECXL) in patients with keratoconus. METHODS: Patients underwent TECXL and were randomized into 2 groups. One group received intraoperative riboflavin 0,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
corpus,37653457,2023,"Eye and vision (London, England)",Rates of infectious keratitis and other ocular surface adverse events in corneal cross-linking for keratoconus and corneal ectasias performed in an office-based setting: a retrospective cohort study.,"BACKGROUND: This study aimed to compare the complication rates of epithelium-off corneal cross-linking (epi-off CXL) performed in an office-based setting with those of epi-off CXL performed in an operating room. METHODS: A retrospective cohort study, comprising 501 consecutive epi-off CXL procedures",corneal_cxl_phrase|CXL_abbrev|epi_on_off,,,,
corpus,22981526,2012,Journal francais d'ophtalmologie,[Epidemiological aspects of keratoconus in children].,"PURPOSE: To study the epidemiological aspects of keratoconus in children. METHODS: We conducted a retrospective study of patients with keratoconus diagnosed prior to age 15 or after age 27. Age, gender, reason for consultation, ethnicity, personal and family history, allergic history, eye rubbing, o",corneal_cxl_phrase|collagen_cxl_phrase,,,,
corpus,19907307,2010,Cornea,Diclofenac-induced acute corneal melt after collagen crosslinking for keratoconus.,PURPOSE: We report a case of acute corneal melt with perforation in a patient with keratoconus after collagen crosslinking treatment and the use of topical diclofenac and proparacaine eyedrops. METHODS: The authors present a case report with clinicopathologic correlation. RESULTS: A patient diagnose,corneal_cxl_phrase|collagen_cxl_phrase,,,,
corpus,28872519,2017,Cornea,Changes in Corneal Density After Accelerated Corneal Collagen Cross-linking With Different Irradiation Intensities and Energy Exposures: 1-Year Follow-up.,PURPOSE: To determine and compare the changes in corneal density after 2 different protocols of accelerated corneal collagen cross-linking (A-CXL) in patients with progressive keratoconus. METHODS: Two groups of eyes received A-CXL treatment; 20 eyes received A-CXL using continuous UVA light exposur,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,,,,
corpus,26925536,2017,Eye & contact lens,Efficacy of Epithelium-Off and Epithelium-On Corneal Collagen Cross-Linking in Pediatric Keratoconus.,OBJECTIVES: To evaluate the efficacy of riboflavin/ultraviolet A epithelium-off (epi-off) and epithelium-on (epi-on) corneal collagen cross-linking (CXL) in progressive pediatric keratoconus. METHODS: Thirty-six eyes of 27 patients aged 18 years or younger (12-18 years) diagnosed with progressive ke,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|epi_on_off|riboflavin_uv,,,,
corpus,26930843,2015,Eye science,[Nursing Experience of Corneal Collagen Cross-linking in Treating Keratoconus].,PURPOSE: To summarize the nursing experience and clinical efficacy of corneal collagen cross-linking in treating keratoconus. METHODS: Preoperative and postoperative nursing and medical record of 30 patients (31 eyes) undergoing corneal collagen cross-linking were retrospectively analyzed. RESULTS: ,corneal_cxl_phrase|collagen_cxl_phrase,,,,
corpus,34529024,2021,Translational vision science & technology,Long-Term Study of Corneal Stroma and Endothelium on Structure and Cells After Genipin Treatment of Rabbit Corneas.,PURPOSE: To study the long-term safety of genipin treatment using a vacuum device with or without epithelial cells at different crosslinking times. METHODS: Twenty-five healthy New Zealand white rabbits were separated into five treatment groups: 0.25% genipin with epithelial cells for 5 minutes (G1),collagen_cxl_phrase|riboflavin_uv,,,,
corpus,31890719,2019,"Eye and vision (London, England)",Central corneal regularization (CCR): an alternative approach in keratoconus treatment.,BACKGROUND: To evaluate the safety and efficacy of an approach that combines corneal customized transepithelial therapeutic ablation to treat irregular corneal optics and accelerated corneal collagen cross-linking (CXL) to strengthen the corneal tissue and stop the progression of keratoconus. The tr,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,,,,
corpus,32925642,2020,Journal of cataract and refractive surgery,Comparison of 2 protocols for accelerated corneal crosslinking in pediatric keratoconus.,,corneal_cxl_phrase,,,,
corpus,34506235,2021,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Biomechanical Response After Corneal Cross-linking With Riboflavin Dissolved in Dextran Solution Versus Hydroxypropyl Methylcellulose.,PURPOSE: To evaluate corneal stiffening in porcine eyes induced by corneal cross-linking (CXL) using riboflavin dissolved in either aqueous dextran or hydroxypropyl methylcellulose (HPMC) solution. METHODS: Fifty-one porcine corneas were divided into three groups of 17 each. After deepithelializatio,corneal_cxl_phrase|CXL_abbrev,,,,
added,35572401,2021,Journal of advanced research,Effect of corneal stromal lenticule customization on neurite distribution and excitatory property.,"INTRODUCTION: Refractive stromal lenticules from Small Incision Lenticule Extraction (SMILE), though usually discarded, hold a potential for various ophthalmic applications, including refractive correction, stromal volume expansion, and biomechanical strengthening of the cornea. OBJECTIVES: To inves",CXL_abbrev|riboflavin_uv|bare_crosslink+disease,,,,
added,37271309,2023,Experimental eye research,"The impact of UV cross-linking on corneal stromal cell migration, differentiation and patterning.","Previous studies have demonstrated that UV cross-linking (CXL) increases stromal stiffness and produces alterations in extracellular matrix (ECM) microstructure. In order to investigate how CXL impacts both keratocyte differentiation and patterning within the stroma, and fibroblast migration and myo",corneal_cxl_phrase|CXL_abbrev,,,,
added,37208674,2023,BMC ophthalmology,Efficacy of customized corneal crosslinking versus standard corneal crosslinking in patients with progressive keratoconus (C-CROSS study): study protocol for a randomized controlled trial.,"BACKGROUND: Keratoconus is a degenerative disorder of the cornea leading to a protrusion and thinning with loss of visual acuity. The only treatment to halt the progression is corneal crosslinking (CXL), which uses riboflavin and UV-A light to stiffen the cornea. Recent ultra-structural examinations",corneal_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
added,19411973,2009,Cornea,Polymicrobial keratitis after a collagen cross-linking procedure with postoperative use of a contact lens: a case report.,"PURPOSE: : To report a case of polymicrobial keratitis caused by Streptococcus salivarius, Streptococcus oralis, and coagulase-negative Staphylococcus sp. in a patient who underwent collagen cross-linking for keratoconus. METHOD: : Case report. RESULT: : A 32-year-old male presented with a 1-day his",collagen_cxl_phrase|riboflavin_uv,,,,
added,21464703,2011,Cornea,Keratopathy after cross-linking for keratoconus.,"PURPOSE: To report 2 cases of keratopathy after uneventful cross-linking procedures for grade 3 keratoconus. METHODS: Two patients (21 and 11 years old) with grade 3 keratoconus underwent uneventful cross-linking in 1 eye. In both patients, multiple peripheral stromal precipitates, which extended ce",bare_crosslink+disease,,,,
added,33548255,2021,Experimental eye research,Compaction of very thin corneas from ultraviolet A riboflavin-vitamin E transepithelial cross-linking.,The purpose of the study was to determine the decrease in pachymetry of very thin corneas with advanced keratoconus due to corneal compaction from the ultraviolet-A (UV-A) irradiation phase of transepithelial (epi-on) cross-linking. Twenty removed corneal buttons were obtained from patients who unde,CXL_abbrev|epi_on_off|riboflavin_uv|bare_crosslink+disease,,,,
added,33466126,2021,Medicine,Comparison of safety and efficiency of corneal topography-guided photorefractive keratectomy and combined with crosslinking in myopic correction: An 18-month follow-up.,To compare the safety and efficiency of simple corneal topography-guided (T-CAT) photorefractive keratectomy (PRK) and T-CAT PRK combined with crosslinking (CXL) to correct myopia with borderline suspicious tomography.Eyes with suspicious tomography (not classified as forme fruste keratoconus) under,CXL_abbrev|bare_crosslink+disease,,,,
added,37335854,2023,Cornea,Characterization of the Immediate and Delayed Biomechanical Response to UV-A Crosslinking of Human Corneas.,"PURPOSE: Keratoconus leads to visual deterioration due to irregular astigmatism and corneal thinning. Riboflavin-based corneal UV-A crosslinking (CXL) induces novel intramolecular and intermolecular links resulting in corneal tissue stiffening, thereby halting disease progression. The purpose of thi",CXL_abbrev|riboflavin_uv|bare_crosslink+disease,,,,
added,40088395,2025,Ophthalmology and therapy,Varenicline Nasal Spray for the Treatment of Dry Eye Disease Following Corneal Collagen Crosslinking.,INTRODUCTION: To evaluate the safety and effectiveness of a varenicline solution nasal spray 0.03 mg (VNS) in reducing signs and symptoms of dry eye disease following corneal collagen cross-linking (CXL). METHODS: Subjects undergoing CXL were randomized to VNS (study) or vehicle (control) twice dail,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,,,,
added,33514906,2021,"Eye (London, England)",Central versus paracentral cone location and outcomes of accelerated cross-linking in keratoconus patients.,"PURPOSE: To compare outcomes 1 year after accelerated cross-linking (CXL) between keratoconus eyes with central cones to those with paracentral cones. METHODS: In this post hoc analysis of data from a prospective multicentre study, consecutive progressive keratoconus eyes treated with accelerated CX",CXL_abbrev|bare_crosslink+disease,,,,
added,34176917,2021,Cornea,"Cool Cross-Linking: Riboflavin at 4°C for Pain Management After Cross-Linking for Keratoconus Patients, a Randomized Clinical Trial.",,bare_crosslink+disease,,,,
added,34328498,2021,Translational vision science & technology,Biomechanics of Ophthalmic Crosslinking.,"Crosslinking involves the formation of bonds between polymer chains, such as proteins. In biological tissues, these bonds tend to stiffen the tissue, making it more resistant to mechanical degradation and deformation. In ophthalmology, the crosslinking phenomenon is being increasingly harnessed and ",bare_crosslink+disease,,,,
added,32443319,2020,Medicine,Evaluation and ultrastructural changes of amniotic membrane fragility after UVA/riboflavin cross-linking and its effects on biodegradation.,This study aims to evaluate the changes of fragility and ultrastructure of amniotic membrane after cross-linking by UVA/riboflavin.Forty-nine fresh amniotic membranes were randomly divided into 3 groups. Eighteen were in group A (CX group) and immersed in 0.1% riboflavin solution for 10 min for UVA/,riboflavin_uv|bare_crosslink+disease,,,,
added,39681236,2024,Experimental eye research,Inhibition of matrix metalloproteases by a chemical cross-linker to halt the corneal degradation in keratoconus.,"The need for better and simpler alternative crosslinking strategies to treat keratoconus (KC) is becoming essential as there is only a single approved way to treat it. Recently, conventional UV-A Riboflavin crosslinking is proven to have some disadvantages such as causing damage to the corneal endot",CXL_abbrev|riboflavin_uv|bare_crosslink+disease,,,,
added,23623018,2012,Archivos de la Sociedad Espanola de Oftalmologia,Early confocal microscopy findings after cross-linking treatment.,OBJECTIVE: To determine the effects of in vivo cross-linking treatment of the cornea. METHODS: Eighteen eyes of eighteen keratoconus patients underwent cross-linking treatment using a 0.1% riboflavin solution and ultraviolet A radiation at 370 nm at 3 mW/cm² for 30 minutes. In vivo confocal microsco,riboflavin_uv|bare_crosslink+disease,,,,
added,28341606,2017,American journal of ophthalmology,Safety and Efficacy of Sequential Intracorneal Ring Segment Implantation and Cross-linking in Pediatric Keratoconus.,PURPOSE: To evaluate the safety and visual outcome of intracorneal ring segment (ICRS) implantation followed by cross-linking in pediatric keratoconus patients. DESIGN: Retrospective interventional case series. METHODS: This retrospective study included pediatric patients (aged ≤14 years) with kerat,CXL_abbrev|bare_crosslink+disease,,,,
added,26221538,2015,Journal of ophthalmology,Clinical Outcomes of Small Incision Lenticule Extraction with Accelerated Cross-Linking (ReLEx SMILE Xtra) in Patients with Thin Corneas and Borderline Topography.,"Purpose. To study the safety and clinical outcomes of ReLEx SMILE with accelerated cross-linking in individuals with thinner corneas, borderline topography, and higher refractive errors. Methods. Eligible patients first underwent SMILE procedure for correction of myopic refractive error. Following t",riboflavin_uv|bare_crosslink+disease,,,,
added,28709990,2017,International journal of antimicrobial agents,In-vitro development of an effective treatment for Acanthamoeba keratitis.,"The aim of this study was to develop an in-vitro topical treatment for Acanthamoeba keratitis (AK) effective against cysts and trophozoites. Qualitative assays were performed with voriconazole, chlorhexidine, propamidine, cellulase, tobramycin, ciprofloxacin and paromomycin as monotherapy and variou",riboflavin_uv,,,,
added,32779468,2020,Vestnik oftalmologii,[Epidemiology and treatment of fungal keratitis].,"Infectious keratitis in most cases is caused by bacterial, viral or fungal agents, but their structure is changing. Some researchers have noted a substantial increase in fungal corneal lesions in recent decades, but important local etiological therapy remains unavailable in developing countries. Whi",CXL_abbrev|bare_crosslink+disease,,,,
added,32556637,2020,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Comparison of waveform-derived corneal stiffness and stress-strain extensometry-derived corneal stiffness using different cross-linking irradiances: an experimental study with air-puff applanation of ,PURPOSE: To assess corneal stiffening of standard (S-CXL) and accelerated (A-CXL) cross-linking protocols by dynamic corneal response parameters and corneal bending stiffness (Kc[mean/linear]) derived from Corvis (CVS) Scheimpflug-based tonometry. These investigations were validated by corneal tensi,CXL_abbrev|bare_crosslink+disease,,,,
added,36439563,2022,Cureus,Outcomes of Epi-On Collagen Cross-Linkage Procedure Assessed in Progressive Keratoconus Patients.,"INTRODUCTION: Keratoconus is a corneal ectasia that causes astigmatism and reduced vision. Conventional treatment to stop the progression of ectasia involves debridement of corneal epithelium, followed by ultraviolet light and riboflavin drops to reinforce the collagen covalent bonds, called collage",collagen_cxl_phrase|CXL_abbrev|epi_on_off|riboflavin_uv,,,,
added,19853404,2009,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,"Keratoconus, cross-link-induction, comparison between fitting exponential function and a fitting equation obtained by a mathematical model.","With reference to experimental data in the literature, we present a model consisting of two elastic elements, conceived to simulate resistance to stretching, at constant velocity of elongation, of corneal tissue affected by keratoconus, treated with riboflavin and ultraviolet irradiation to induce c",riboflavin_uv|bare_crosslink+disease,,,,
added,39828103,2025,"Methods (San Diego, Calif.)",Xenographic lenticule implantation followed by riboflavin and UV treatment: A promising alternative for corneal ectasias management.,"The cornea is the primary refracting surface of the eye, requiring precise curvature to ensure optimal vision. Any distortion in its shape may result in significant visual impairment. Corneal ectasias, such as keratoconus (KC), is characterized by gradual thinning and protrusion of the thinned area,",riboflavin_uv|bare_crosslink+disease,,,,
added,27292531,2016,American journal of ophthalmology,Photoactivated Chromophore for Moderate to Severe Infectious Keratitis as an Adjunct Therapy: A Randomized Controlled Trial.,,photoactivated_chromophore,,,,
added,27463630,2016,Arquivos brasileiros de oftalmologia,The effects of riboflavin and ultraviolet light on keratocytes cultured in vitro.,PURPOSE: To culture quiescent human keratocytes and evaluate the effects of ultraviolet light and riboflavin on human corneal keratocytes in vitro. METHODS: Keratocytes were obtained from remaining corneoscleral ring donor corneas previously used in corneal transplant surgeries and cultured in DMEM/,riboflavin_uv|bare_crosslink+disease,,,,
added,20335618,2010,Investigative ophthalmology & visual science,In vitro efficacy of antifungal treatment using riboflavin/UV-A (365 nm) combination and amphotericin B.,"PURPOSE: To demonstrate the antimicrobial properties of riboflavin/UV-A (365 nm) against fungal pathogens. METHODS: The antimicrobial properties of riboflavin/UV-A (365 nm), with or without previous treatment with amphotericin B, were tested on three groups of fungi selected from severe cases of ker",riboflavin_uv|bare_crosslink+disease,,,,
added,26483144,2016,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Crosslinking and corneal cryotherapy in acanthamoeba keratitis -- a histological study.,"PURPOSE: Acanthamoeba keratitis is rare, but difficult to treat. Penetrating keratoplasty is performed in therapy-resistant cases. Nevertheless, subsequent recurrences occur in 40 % of the cases. In addition to triple-topical therapy (polyhexamid, propamidinisoethionat, neomycin), treatment alternat",CXL_abbrev|bare_crosslink+disease,,,,
added,26756018,2015,Iranian Red Crescent medical journal,Full-Ring Intracorneal Implantation in Corneas With Pellucid Marginal Degeneration.,"BACKGROUND: Keratoconus (KCN) is a progressive, non-inflammatory ectacic disorder characterized by bilateral and asymmetrical conical protrusion of the cornea. MyoRing implantation and Collagen Crosslink (CXL) are two separate effective treatments for all stages of keratoconous. This study wants to ",collagen_cxl_phrase|CXL_abbrev,,,,
added,38376862,2024,Translational vision science & technology,In Vivo Evaluation of Corneal Biomechanics Following Cross-Linking Surgeries Using Optical Coherence Elastography in a Rabbit Model of Keratoconus.,PURPOSE: Validation of the feasibility of novel acoustic radiation force optical coherence elastography (ARF-OCE) for the evaluation of biomechanical enhancement of the in vivo model of keratoconus by clinical cross-linking (CXL) surgery. METHODS: Twelve in vivo rabbit corneas were randomly divided ,CXL_abbrev|bare_crosslink+disease,,,,
added,40456396,2025,American journal of ophthalmology,Combined Accelerated Crosslinking With Laser In Situ Keratomileusis (LASIK) for Myopic Patients: A Systematic Review and Meta-Analysis.,"PURPOSE: To compare laser in situ keratomileusis (LASIK) and Simultaneous LASIK and accelerated Crosslinking (LASIK Xtra) for myopia correction. DESIGN: Systematic review and meta-analysis. METHODS: A search of PubMed, EMBASE, Web of Science, the Cochrane Library, and China National Knowledge Intern",bare_crosslink+disease,,,,
added,23022158,2012,American journal of ophthalmology,Photorefractive keratectomy followed by cross-linking versus cross-linking alone for management of progressive keratoconus: two-year follow-up.,"PURPOSE: To compare visual, refractive, topographic, and corneal higher-order aberration outcome at the 2-year follow-up after customized photorefractive keratectomy (PRK) followed by cross-linking (CXL) as a single procedure versus CXL alone in eyes with progressive keratoconus. DESIGN: Prospective",CXL_abbrev|bare_crosslink+disease,,,,
added,31372311,2019,Translational vision science & technology,Quantification of Double Stranded DNA Breaks and Telomere Length as Proxies for Corneal Damage and Replicative Stress in Human Keratoconus Corneas.,"PURPOSE: The pathogenesis of keratoconus (KC) is multifactorial, and associated with oxidative stress and subsequent DNA damage. We investigate differences in DNA damage and replicative stress in patients with KC, and in healthy and diseased controls. METHODS: We obtained 64 corneal buttons from 27 ",CXL_abbrev|bare_crosslink+disease,,,,
added,40015314,2025,Klinische Monatsblatter fur Augenheilkunde,"Outcomes after Implantation of KeraNatural, a Sterile Corneal Allograft Intrastromal Ring Segment (CAIRS), in Eyes with Keratoconus.","PURPOSE: To assess and describe the outcomes of corneal allograft intrastromal ring segment (CAIRS) implantation in eyes with keratoconus. METHODS: In this retrospective analysis, we examined the early postoperative results of CAIRS (KeraNatural) implantation after cutting a corneal tunnel with a fe",CXL_abbrev|bare_crosslink+disease,,,,
added,21162471,2010,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal wound healing after ultraviolet-A/riboflavin collagen cross-linking: a rabbit study.,PURPOSE: To investigate corneal wound healing following ultraviolet-A (UVA)/riboflavin corneal collagen cross-linking (CXL) in rabbit corneas. METHODS: Thirty-six rabbits were enrolled in the study. Animals were divided into three treatment groups and corneas were analyzed at 24 hours and 4 weeks po,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,,,,
added,21183111,2011,Journal of cataract and refractive surgery,"Adhesion of laser in situ keratomileusis-like flaps in the cornea: Effects of crosslinking, stromal fibroblasts, and cytokine treatment.","PURPOSE: To evaluate 3 approaches, both cellular and acellular, to improve the healing of laser in situ keratomileusis flaps in bovine corneas. SETTING: School of Optometry and Vision Sciences and Cardiff Institute of Tissue Engineering and Repair, Cardiff University, Cardiff, United Kingdom. DESIGN",CXL_abbrev|riboflavin_uv|bare_crosslink+disease,,,,
added,35248392,2022,Archivos de la Sociedad Espanola de Oftalmologia,Are the epi-on and epi-off CXL protocols equivalent in the treatment of keratoconus?,,CXL_abbrev|epi_on_off,,,,
added,34860722,2022,Eye & contact lens,Crosslinking in Microbial Keratitis: Where Are We Today?,,bare_crosslink+disease,,,,
added,32537477,2020,"Eye and vision (London, England)",5-year efficacy of all surface laser ablation with cross-linking (ASLA-XTRA) for the treatment of myopia.,BACKGROUND: The purpose of our study is to examine the long (5-year) efficacy of the all surface laser ablation (ASLA) combined with accelerated cross-linking (CXL) for the treatment of myopia without the use of mitomycin-C (MMC). METHODS: This retrospective study consisted of 202 eyes of 118 myopic,CXL_abbrev|bare_crosslink+disease,,,,
