pmid,status,year,journal,title,arm,flags
33548255,added,2021,Experimental eye research,Compaction of very thin corneas from ultraviolet A riboflavin-vitamin E transepithelial cross-linking.,CXL_abbrev|epi_on_off|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
33514906,added,2021,"Eye (London, England)",Central versus paracentral cone location and outcomes of accelerated cross-linking in keratoconus patients.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
33466126,added,2021,Medicine,Comparison of safety and efficiency of corneal topography-guided photorefractive keratectomy and combined with crosslinking in myopic correction: An 18-month fo,CXL_abbrev|bare_crosslink+disease,
33443628,added,2021,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,"NF-κB, iNOS, IL-6, and collagen 1 and 5 expression in healthy and keratoconus corneal fibroblasts after 0.1% riboflavin UV-A illumination.",CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
33340508,added,2021,American journal of ophthalmology,Individualized Corneal Cross-linking With Riboflavin and UV-A in Ultrathin Corneas: The Sub400 Protocol.,corneal_cxl_phrase|CXL_abbrev|riboflavin_uv,ophthalmology_journal
33316263,added,2020,Experimental eye research,Update on the genetics of keratoconus.,CXL_abbrev,ophthalmology_journal;cxl_signal_in_keywords_only
33231276,added,2020,Klinische Monatsblatter fur Augenheilkunde,"In vivo Histology of the Cornea - from the ""Rostock Cornea Module"" to the ""Rostock Electronic Slit Lamp"" - a Clinical ""Proof of Concept"" Study.",CXL_abbrev,ophthalmology_journal
33171194,added,2020,Experimental eye research,The biology of corneal cross-linking derived from ultraviolet light and riboflavin.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,ophthalmology_journal
33103812,added,2020,Xenotransplantation,Deep anterior lamellar keratoplasty with cross-linked acellular porcine corneal stroma to manage fungal keratitis.,bare_crosslink+disease,
33078105,added,2020,International journal of ophthalmology,Three-year follow-up in advanced pediatric keratoconus: thin corneas may not have pachymetry properly assessed after crosslinking.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
33034364,added,2020,"Journal of refractive surgery (Thorofare, N.J. : 1995)","A Simple Calculator to Decide UVA ""On"" Time for Cross-linking of Thin Keratoconic Corneas (< 400 µm).",bare_crosslink+disease,ophthalmology_journal;no_abstract
33031809,added,2020,Ophthalmology,Cross-Linking Assisted Infection Reduction: One-year Follow-up of a Randomized Clinical Trial Evaluating Cross-Linking for Fungal Keratitis.,bare_crosslink+disease,ophthalmology_journal;no_abstract
33000763,added,2020,Biofabrication,Ultra-stiff compressed collagen for corneal perforation patch graft realized by in situ photochemical crosslinking.,bare_crosslink+disease,
32983439,added,2020,Annals of medicine and surgery (2012),Corneal parameters 18 Months following collagen cross-linkage treatment (CXL) for keratoconus in western Saudi Arabia: A prospective cohort study.,collagen_cxl_phrase|CXL_abbrev,
32902932,added,2021,Journal of cataract and refractive surgery,Topography/wavefront-guided photorefractive keratectomy combined with crosslinking for the treatment of keratoconus: preliminary results.,CXL_abbrev|epi_on_off|bare_crosslink+disease,ophthalmology_journal
32896387,added,2020,Ophthalmology,Re: Prajna et al.: Cross-Linking-Assisted Infection Reduction: a randomized clinical trial evaluating the effect of adjuvant cross-linking on outcomes in fungal,bare_crosslink+disease,ophthalmology_journal;no_abstract
32879776,added,2020,Translational vision science & technology,Topical Corneal Cross-Linking Solution Delivered Via Corneal Reservoir in Dutch-Belted Rabbits.,corneal_cxl_phrase|riboflavin_uv,ophthalmology_journal
32800613,added,2020,Ophthalmology,Re: Prajna et al.: Cross-Linking-Assisted Infection Reduction: a randomized clinical trial evaluating the effect of adjuvant cross-linking on outcomes in fungal,bare_crosslink+disease,ophthalmology_journal;no_abstract
32779468,added,2020,Vestnik oftalmologii,[Epidemiology and treatment of fungal keratitis].,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal;cxl_signal_in_keywords_only
32751471,added,2020,International journal of molecular sciences,Corneal UV Protective Effects of a Topical Antioxidant Formulation: A Pilot Study on In Vivo Rabbits.,riboflavin_uv,
32703392,added,2020,Ophthalmology,Re: Prajna et al.: Cross-Linking-Assisted Infection Reduction (CLAIR): A randomized clinical trial evaluating the effect of adjuvant cross-linking on outcomes i,bare_crosslink+disease,ophthalmology_journal;no_abstract
32685777,added,2020,Romanian journal of ophthalmology,Results in keratoconus correction with Kerasoft 3 Contact lenses.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
32641797,added,2020,"Eye (London, England)",Current perspectives in the management of keratoconus with contact lenses.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
32637419,added,2020,Frontiers in medicine,Accelerated (45 mW/cm2) Transepithelial Corneal Cross-Linking for Progressive Keratoconus Patients: Long-Term Topographical and Clinical Outcomes.,corneal_cxl_phrase|CXL_abbrev|riboflavin_uv,
32556637,added,2020,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Comparison of waveform-derived corneal stiffness and stress-strain extensometry-derived corneal stiffness using different cross-linking irradiances: an experime,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
32537477,added,2020,"Eye and vision (London, England)",5-year efficacy of all surface laser ablation with cross-linking (ASLA-XTRA) for the treatment of myopia.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
32504479,added,2020,Vestnik oftalmologii,[Clinical results of modified crosslinking in the treatment of purulent keratitis and corneal ulcers].,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
32490019,added,2020,"Medical hypothesis, discovery & innovation ophthalmology journal",Peripheral Cornea Crosslinking Before Deep Anterior Lamellar Keratoplasty.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
32443319,added,2020,Medicine,Evaluation and ultrastructural changes of amniotic membrane fragility after UVA/riboflavin cross-linking and its effects on biodegradation.,riboflavin_uv|bare_crosslink+disease,
32442558,added,2020,Experimental eye research,Keratocyte biology.,collagen_cxl_phrase,ophthalmology_journal
32372574,added,2020,Journal of biomedical optics,Heartbeat OCE: corneal biomechanical response to simulated heartbeat pulsation measured by optical coherence elastography.,riboflavin_uv|bare_crosslink+disease,
32340101,added,2020,Animals : an open access journal from MDPI,An Assay System to Evaluate Riboflavin/UV-A Corneal Phototherapy Efficacy in a Porcine Corneal Organ Culture Model.,riboflavin_uv,
32318286,added,2020,Journal of ophthalmology,"Extrusion of Femtosecond Laser-Implanted Intrastromal Corneal Ring Segments in Keratoconic Eyes: Prevalence, Risk Factors, and Clinical Outcomes.",CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
32050235,added,2020,Journal of cataract and refractive surgery,Prospective 3-arm study on pain and epithelial healing after corneal crosslinking.,corneal_cxl_phrase|CXL_abbrev|epi_on_off,ophthalmology_journal
31872325,added,2019,Lasers in medical science,Rose bengal photodynamic antimicrobial therapy to inhibit Pseudomonas aeruginosa keratitis isolates.,riboflavin_uv,
31860972,added,2019,Medicine,"A prospective, randomized clinical study comparing accelerated corneal collagen crosslinking with 5% NaCl hypertonic saline for bullous keratopathy in Asian eye",corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|epi_on_off,
31860073,added,2020,Bioscience reports,Development of a topical tissue cross-linking solution using sodium hydroxymethylglycinate (SMG): viscosity effect.,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,
31849445,added,2019,"Clinical ophthalmology (Auckland, N.Z.)",Visual and Refractive Long-Term Outcomes Following Standard Cross-Linking in Progressive Keratoconus Management.,bare_crosslink+disease,ophthalmology_journal
31845564,added,2020,"Medicinski glasnik : official publication of the Medical Association of Zenica-Doboj Canton, Bosnia and Herzegovina",Cross-linking treatment for better visual acuity.,CXL_abbrev|bare_crosslink+disease,
31755807,added,2019,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,Ophthalmic Drug Delivery Using Iontophoresis: Recent Clinical Applications.,corneal_cxl_phrase,ophthalmology_journal
31654497,added,2019,Acta ophthalmologica,Standard cross-linking protocol versus accelerated and transepithelial cross-linking protocols for treatment of paediatric keratoconus: a 2-year comparative stu,CXL_abbrev|epi_on_off|bare_crosslink+disease,ophthalmology_journal
31569699,added,2019,"Bioengineering (Basel, Switzerland)",Tissue-Derived Biological Particles Restore Cornea Properties in an Enzyme-Mediated Corneal Ectatic Model.,collagen_cxl_phrase,cxl_signal_in_keywords_only
31546364,added,2019,"Materials science & engineering. C, Materials for biological applications","Potential for combined delivery of riboflavin and all-trans retinoic acid, from silk fibroin for corneal bioengineering.",bare_crosslink+disease,
31403321,added,2019,Current eye research,In Vitro Efficacy of Chlorhexidine and a riboflavin/UVA Combination on Fungal Agents of Keratitis.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
31396412,added,2019,Journal of ophthalmology,"Corrigendum to ""Under-the-Flap Crosslinking and LASIK in Early Ectasia with Hyperopic Refractive Error"".",bare_crosslink+disease,ophthalmology_journal
31372311,added,2019,Translational vision science & technology,Quantification of Double Stranded DNA Breaks and Telomere Length as Proxies for Corneal Damage and Replicative Stress in Human Keratoconus Corneas.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
31341652,added,2019,Journal of ophthalmology,"Comment on ""Under-the-Flap Crosslinking and LASIK in Early Ectasia with Hyperopic Refractive Error"".",bare_crosslink+disease,ophthalmology_journal;no_abstract
31215545,added,2019,Vestnik oftalmologii,[Modern methods of surgical treatment of keratectasias].,corneal_cxl_phrase|collagen_cxl_phrase,ophthalmology_journal;cxl_signal_in_keywords_only
31204085,added,2019,Journal francais d'ophtalmologie,Tobacco smoking in crosslinked keratoconus patients.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
31185107,added,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Stromal Scarring and Visual Acuity Loss After Combined PRK and CXL for Keratoconus.,CXL_abbrev,ophthalmology_journal;no_abstract
31111489,added,2019,Photochemistry and photobiology,Medical Applications of Rose Bengal- and Riboflavin-Photosensitized Protein Crosslinking.,bare_crosslink+disease,
31019909,added,2019,Frontiers in bioengineering and biotechnology,"A Review of Structural and Biomechanical Changes in the Cornea in Aging, Disease, and Photochemical Crosslinking.",CXL_abbrev|bare_crosslink+disease,
31012258,added,2019,Veterinary ophthalmology,Corneal cross-linking (CXL)-A clinical study to evaluate CXL as a treatment in comparison with medical treatment for ulcerative keratitis in horses.,corneal_cxl_phrase|CXL_abbrev|riboflavin_uv,ophthalmology_journal
30920597,added,2019,JAMA ophthalmology,Clinical Evaluation and Validation of the Dutch Crosslinking for Keratoconus Score.,bare_crosslink+disease,ophthalmology_journal
30855096,added,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Iontophoresis CXL With and Without Epithelial Debridement Versus Standard CXL: 2-Year Clinical Results of a Prospective Clinical Study.,CXL_abbrev|epi_on_off,ophthalmology_journal
30770866,added,2019,"Eye (London, England)","Response to ""Comment on: Effectiveness and safety of accelerated (9 mW/cm2) corneal collagen cross-linking for progressive keratoconus: a 24-month follow-up"".",corneal_cxl_phrase|collagen_cxl_phrase,ophthalmology_journal;no_abstract
30770865,added,2019,"Eye (London, England)","Comment on ""Effectiveness and safety of accelerated (9 mW/cm2) corneal collagen cross-linking for progressive keratoconus: a 24-month follow-up"".",corneal_cxl_phrase|collagen_cxl_phrase,ophthalmology_journal;no_abstract
30762310,added,2019,Acta ophthalmologica,Ultrahigh-resolution anterior segment optical coherence tomography for analysis of corneal microarchitecture during wound healing.,CXL_abbrev|epi_on_off|bare_crosslink+disease,ophthalmology_journal
30690906,added,2019,Acta ophthalmologica,Vector analysis and Pentacam to compare standard cross-linking and photorefractive keratectomy combined with accelerated cross-linking in keratoconus management,bare_crosslink+disease,ophthalmology_journal;no_abstract
30615727,added,2018,Biomedical optics express,Modified wavelength scanning interferometry for simultaneous tomography and topography of the cornea with Fourier domain optical coherence tomography.,CXL_abbrev|bare_crosslink+disease,
30581603,added,2018,Journal of ophthalmology,Under-the-Flap Crosslinking and LASIK in Early Ectasia with Hyperopic Refractive Error.,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
30581308,added,2018,Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society,Spontaneous breakage of intracorneal ring segments (ICRS) 8 years after implantation.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
30499232,added,2018,Acta ophthalmologica,Standard cross-linking versus photorefractive keratectomy combined with accelerated cross-linking for keratoconus management: a comparative study.,CXL_abbrev|epi_on_off|bare_crosslink+disease,ophthalmology_journal
30361711,added,2018,Cirugia y cirujanos,[Experiencia con crosslinking en pacientes mexicanos con queratocono y variables queratométricas como factores pronóstico de agudeza visual].,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,
30347076,added,2018,Investigative ophthalmology & visual science,Rose Bengal and Green Light Versus Riboflavin-UVA Cross-Linking: Corneal Wound Repair Response.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
29952798,added,2018,Cornea,Evaluation of the Effectiveness of Cross-Linking Combined With Photorefractive Keratectomy for Treatment of Keratoconus.,CXL_abbrev|epi_on_off|bare_crosslink+disease,ophthalmology_journal
29871966,added,2018,The British journal of ophthalmology,Biomechanical assessment of healthy and keratoconic corneas (with/without crosslinking) using dynamic ultrahigh-speed Scheimpflug technology and the relevance o,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
29853413,added,2018,Journal francais d'ophtalmologie,[Infectious keratitis after crosslinking for keratoconus in a patient with systemic lupus].,bare_crosslink+disease,ophthalmology_journal;no_abstract
29778118,added,2018,Journal of cataract and refractive surgery,Erratum.,CXL_abbrev,ophthalmology_journal
29739628,added,2018,Ophthalmology,Collagen Cross-Linked Therapeutic Grafts in Fungal Keratitis.,collagen_cxl_phrase,ophthalmology_journal;no_abstract
29738582,added,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)","Erratum for ""The Relationship between Mechanical Properties, Ultrastructural Changes, and Intrafibrillar Bond Formation in Corneal UVA/Riboflavin Cross-Linking ",riboflavin_uv|bare_crosslink+disease,ophthalmology_journal;no_abstract
29673063,added,2018,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,UV light crosslinking regresses mature corneal blood and lymphatic vessels and promotes subsequent high-risk corneal transplant survival.,corneal_cxl_phrase|riboflavin_uv,
29657977,added,2018,BMJ open ophthalmology,Expert practice patterns and opinions on corneal cross-linking for infectious keratitis.,corneal_cxl_phrase|CXL_abbrev,ophthalmology_journal
29576880,added,2018,Journal of ophthalmology,Three-Year Outcomes of Cross-Linking PLUS (Combined Cross-Linking with Femtosecond Laser Intracorneal Ring Segments Implantation) for Management of Keratoconus.,CXL_abbrev|epi_on_off|bare_crosslink+disease,ophthalmology_journal
29561496,added,2018,Optometry and vision science : official publication of the American Academy of Optometry,Effects of Thickness on Corneal Biomechanical Properties Using Optical Coherence Elastography.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
29406330,added,2018,Ophthalmic plastic and reconstructive surgery,Photochemically Induced Crosslinking of Tarsal Collagen as a Treatment for Eyelid Laxity: Assessing Potentiality in Animal Tissue.,corneal_cxl_phrase|collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
29398901,added,2018,"Clinical ophthalmology (Auckland, N.Z.)",Simultaneous intratunnel cross-linking with intrastromal corneal ring segment implantation versus simultaneous epithelium-off cross-linking with intrastromal co,epi_on_off|bare_crosslink+disease,ophthalmology_journal
29364259,added,2018,Journal of visualized experiments : JoVE,Second Harmonic Generation Signals in Rabbit Sclera As a Tool for Evaluation of Therapeutic Tissue Cross-linking (TXL) for Myopia.,bare_crosslink+disease,
29346493,added,2018,Investigative ophthalmology & visual science,"Antimicrobial Studies Using the Therapeutic Tissue Cross-Linking Agent, Sodium Hydroxymethylglycinate: Implication for Treating Infectious Keratitis.",bare_crosslink+disease,ophthalmology_journal
29215396,added,2018,Cornea,Outcomes of Corneal Cross-Linking Correlate With Cone-Specific Lysyl Oxidase Expression in Patients With Keratoconus.,corneal_cxl_phrase|CXL_abbrev,ophthalmology_journal
29183298,added,2017,BMC ophthalmology,Differences in corneal clinical findings after standard and accelerated cross-linking in patients with progressive keratoconus.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
29170974,added,2017,International ophthalmology,Comparative proteomic analysis of amnion membrane transplantation and cross-linking treatments in an experimental alkali injury model.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
29158733,added,2017,Journal of biophysics (Hindawi Publishing Corporation : Online),Effect of Ultraviolet Light Irradiation Combined with Riboflavin on Different Bacterial Pathogens from Ocular Surface Infection.,riboflavin_uv,
28983498,added,2016,Optica,Selective two-photon collagen crosslinking in situ measured by Brillouin microscopy.,collagen_cxl_phrase|CXL_abbrev,
28944203,added,2017,International journal of ophthalmology,Systematic review and Meta-analysis comparing modified cross-linking and standard cross-linking for progressive keratoconus.,bare_crosslink+disease,ophthalmology_journal
28935121,added,2017,Survey of ophthalmology,Treatment of acute ocular chemical burns.,collagen_cxl_phrase,ophthalmology_journal
28855517,added,2017,Scientific reports,Cross-linked decellularized porcine corneal graft for treating fungal keratitis.,bare_crosslink+disease,
28837529,added,2017,Cornea,Corneal Tomographic Changes After UV Cross-Linking for Corneal Ectasia (1-Year Results).,bare_crosslink+disease,ophthalmology_journal
28828480,added,2017,Investigative ophthalmology & visual science,"Long-Term Biomechanical and Histologic Results of WST-D/NIR Corneal Stiffening in Rabbits, Up to 8 Months Follow-up.",riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
28787525,added,2017,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Tomography-Guided Customized CXL.,CXL_abbrev,ophthalmology_journal;no_abstract
28778569,added,2017,American journal of ophthalmology,Safety and Efficacy of Sequential Intracorneal Ring Segment Implantation and Cross-linking in Pediatric Keratoconus.,bare_crosslink+disease,ophthalmology_journal;no_abstract
28761323,added,2017,Molecular vision,The comparative safety of genipin versus UVA-riboflavin crosslinking of rabbit corneas.,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
28709990,added,2017,International journal of antimicrobial agents,In-vitro development of an effective treatment for Acanthamoeba keratitis.,riboflavin_uv,
28700779,added,2017,Investigative ophthalmology & visual science,Corneal Wound Repair After Rose Bengal and Green Light Crosslinking: Clinical and Histologic Study.,collagen_cxl_phrase,ophthalmology_journal
28691944,added,2017,Cornea,Efficacy and z* Formula for Minimum Corneal Thickness in Ultraviolet Light Cross-Linking.,bare_crosslink+disease,ophthalmology_journal;no_abstract
28646439,added,2017,International ophthalmology,Alterations in contact lens fitting parameters following cross-linking in keratoconus patients of Indian ethnicity.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
28609427,added,2017,The Medical letter on drugs and therapeutics,Riboflavin (Photrexa) for ultraviolet light for progressive keratoconus.,riboflavin_uv,no_abstract
28573997,added,2017,Indian journal of ophthalmology,Allergen-specific exposure associated with high immunoglobulin E and eye rubbing predisposes to progression of keratoconus.,collagen_cxl_phrase,ophthalmology_journal
28552439,added,2017,Archivos de la Sociedad Espanola de Oftalmologia,Sterile infiltrates after cross-linking.,bare_crosslink+disease,ophthalmology_journal
28546941,added,2017,International journal of ophthalmology,Role of corneal collagen fibrils in corneal disorders and related pathological conditions.,corneal_cxl_phrase,ophthalmology_journal
28540578,added,2017,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,[Complications and postoperative therapeutic strategies in cross-linking].,corneal_cxl_phrase|riboflavin_uv,ophthalmology_journal
28513495,added,2017,Indian journal of ophthalmology,Effect of post crosslinking haze on the repeatability of Scheimpflug-based and slit-scanning imaging devices.,collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
28494493,added,2017,Investigative ophthalmology & visual science,Flexible Optical Waveguides for Uniform Periscleral Cross-Linking.,bare_crosslink+disease,ophthalmology_journal
28470657,added,2017,Klinische Monatsblatter fur Augenheilkunde,[Morphologic Corneal Changes after Crosslinking for Keratoconus].,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
28407170,added,2017,"Journal of refractive surgery (Thorofare, N.J. : 1995)",CXL at the Slit Lamp: No Clinically Relevant Changes in Corneal Riboflavin Distribution During Upright UV Irradiation.,CXL_abbrev,ophthalmology_journal;no_abstract
28341606,added,2017,American journal of ophthalmology,Safety and Efficacy of Sequential Intracorneal Ring Segment Implantation and Cross-linking in Pediatric Keratoconus.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
28270007,added,2017,Orvosi hetilap,[Impact of crosslinking on corneal epithelial healing].,CXL_abbrev|bare_crosslink+disease,
28264133,added,2017,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Why Non-contact Tonometry Tests Cannot Evaluate the Effects of Corneal Collagen Cross-linking.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
28196224,added,2017,Investigative ophthalmology & visual science,Loss of Tryptophan Fluorescence Correlates With Mechanical Stiffness Following Photo-Crosslinking Treatment of Rabbit Cornea.,bare_crosslink+disease,ophthalmology_journal
28106466,added,2017,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,Phototoxic Effect of Topical Fluoroquinolones Administered Before Corneal Crosslinking in a Murine Model.,corneal_cxl_phrase|CXL_abbrev,ophthalmology_journal
28079590,added,2017,Eye & contact lens,The Evaluation of Corneal Fragility After UVA/Riboflavin Crosslinking.,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
28055099,added,2017,Investigative ophthalmology & visual science,Evaluation of Therapeutic Tissue Crosslinking (TXL) for Myopia Using Second Harmonic Generation Signal Microscopy in Rabbit Sclera.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
27982203,added,2016,Arquivos brasileiros de oftalmologia,Crosslinking enters public health armamentarium in Brazil.,bare_crosslink+disease,ophthalmology_journal;no_abstract;ophthalmic_term_absent_journal_vouches
27930789,added,2016,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Comparison of Corneal Riboflavin Gradients Using Dextran and HPMC Solutions.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
27892757,added,2016,Expert opinion on drug delivery,Basic principles and current status of transcorneal and transscleral iontophoresis.,corneal_cxl_phrase,
27755188,added,2016,Cornea,Matrix-Based Regenerating Agent for Corneal Wound Healing After Collagen Cross-Linking.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
27741014,added,2016,Cornea,Effect of 1- and 6-Hour-Delayed Corneal Collagen Cross-Linking on Corneal Healing in a Rabbit Alkali-Burn Model: Clinical and Histological Observations.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
27584715,added,2016,JAMA ophthalmology,Effect of a Matrix Therapy Agent on Corneal Epithelial Healing After Standard Collagen Cross-linking in Patients With Keratoconus: A Randomized Clinical Trial.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|epi_on_off,ophthalmology_journal
27463630,added,2016,Arquivos brasileiros de oftalmologia,The effects of riboflavin and ultraviolet light on keratocytes cultured in vitro.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
27463624,added,2016,Arquivos brasileiros de oftalmologia,Factors affecting visual acuity after accelerated crosslinking in patients with progressive keratoconus.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
27456563,added,2016,Vestnik oftalmologii,[Riboflavin photoprotection with cross-linking effect in photorefractive ablation of the cornea].,bare_crosslink+disease,ophthalmology_journal
27292531,added,2016,American journal of ophthalmology,Photoactivated Chromophore for Moderate to Severe Infectious Keratitis as an Adjunct Therapy: A Randomized Controlled Trial.,photoactivated_chromophore,ophthalmology_journal;no_abstract
27159267,added,2016,Current eye research,Correlation of Clinical and Biomechanical Outcomes of Accelerated Crosslinking (9 mW/cm2 in 10 minutes) in Keratoconus with Molecular Expression of Ectasia-Rela,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
27027920,added,2016,Cornea,Corneal Densitometry: Repeatability in Eyes With Keratoconus and Postcollagen Cross-Linking.,collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
27016125,added,2016,American journal of ophthalmology,Rose Bengal- and Riboflavin-Mediated Photodynamic Therapy to Inhibit Methicillin-Resistant Staphylococcus aureus Keratitis Isolates.,riboflavin_uv,ophthalmology_journal
26949660,added,2016,International journal of ophthalmology,Evaluation of corneal endothelium after UVA/riboflavin cross-linking in thin keratoconic corneas.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal;no_abstract
26756018,added,2015,Iranian Red Crescent medical journal,Full-Ring Intracorneal Implantation in Corneas With Pellucid Marginal Degeneration.,collagen_cxl_phrase|CXL_abbrev,
26703306,added,2015,Journal of cataract and refractive surgery,Ultraviolet A: Visible spectral absorbance of the human cornea after transepithelial soaking with dextran-enriched and dextran-free riboflavin 0.1% ophthalmic s,none_in_text,ophthalmology_journal
26509077,added,2015,Journal of ophthalmology,Effect of Glyceraldehyde Cross-Linking on a Rabbit Bullous Keratopathy Model.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
26483144,added,2016,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Crosslinking and corneal cryotherapy in acanthamoeba keratitis -- a histological study.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
26476968,added,2015,Journal of the mechanical behavior of biomedical materials,Application of UVA-riboflavin crosslinking to enhance the mechanical properties of extracellular matrix derived hydrogels.,collagen_cxl_phrase|riboflavin_uv,
26378758,added,2015,La Clinica terapeutica,Corneal iontophoresis and cross linking: a preliminary report of our experience.,bare_crosslink+disease,
26309866,added,2015,International journal of ophthalmology,Investigation of the efficiency of intrastromal ring segments with cross-linking using different sequence and timing for keratoconus.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
26236938,added,2015,Current eye research,Effect of Keratocyte Supernatant on Epithelial Cell Migration and Proliferation After Corneal Crosslinking (CXL).,corneal_cxl_phrase|CXL_abbrev|riboflavin_uv,ophthalmology_journal
26221538,added,2015,Journal of ophthalmology,Clinical Outcomes of Small Incision Lenticule Extraction with Accelerated Cross-Linking (ReLEx SMILE Xtra) in Patients with Thin Corneas and Borderline Topograp,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
26158932,added,2015,"Journal of refractive surgery (Thorofare, N.J. : 1995)",The Dynamic Safety for Cross-Linking in Thin Corneas With Extra Protection Under a Contact Lens.,bare_crosslink+disease,ophthalmology_journal;no_abstract
26093276,added,2015,Experimental eye research,Corneal stromal elasticity and viscoelasticity assessed by atomic force microscopy after different cross linking protocols.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
26057328,added,2015,Cornea,Effect of the Regenerative Agent Poly(Carboxymethylglucose Sulfate) on Corneal Wound Healing After Corneal Cross-Linking for Keratoconus.,corneal_cxl_phrase|CXL_abbrev,ophthalmology_journal
26046710,added,2015,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Intense Early Flattening After Corneal Collagen Cross-linking.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
26046709,added,2015,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Wavefront-Guided Laser Treatment Using a High-Resolution Aberrometer to Measure Irregular Corneas: A Pilot Study.,CXL_abbrev,ophthalmology_journal
26044373,added,2015,European journal of ophthalmology,"Variability of different reference bodies in normal, keratoconus, and collagen crosslinked corneas.",collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
25949993,added,2015,BioMed research international,Cross-linking and corneal imaging advances.,bare_crosslink+disease,
25870865,added,2015,"Journal of refractive surgery (Thorofare, N.J. : 1995)","Persistent stromal scar after PRK and CXL: different preoperative findings, similar complication.",CXL_abbrev,ophthalmology_journal;no_abstract
